,Address,Zip,Date,Event,Price,Beds,Baths,SqrFt,LotSize
17221,"4 Spencer Ct, Newark, DE",19702,7/14/16,Listing removed,159000,3,1,900,7840
17222,"4 Spencer Ct, Newark, DE",19702,8/19/16,Sold,150000,3,1,900,7840
18368,"9 Williams Ct, Newark, DE",19702,11/9/17,Listed for sale,165000,3,1,900,9147
18369,"9 Williams Ct, Newark, DE",19702,12/8/17,Pending sale,165000,3,1,900,9147
18370,"9 Williams Ct, Newark, DE",19702,1/10/18,Price change,162500,3,1,900,9147
18371,"9 Williams Ct, Newark, DE",19702,2/2/18,Listing removed,162500,3,1,900,9147
18372,"9 Williams Ct, Newark, DE",19702,2/2/18,Pending sale,162500,3,1,900,9147
18373,"9 Williams Ct, Newark, DE",19702,3/15/18,Sold,158000,3,1,900,9147
22691,"6 E Village Rd, Newark, DE",19713,9/21/13,Listed for sale,139900,2,2,900,NA
22692,"6 E Village Rd, Newark, DE",19713,12/12/13,Listing removed,139900,2,2,900,NA
22693,"6 E Village Rd, Newark, DE",19713,12/30/13,Sold,125000,2,2,900,NA
22694,"6 E Village Rd, Newark, DE",19713,6/15/18,Listed for sale,145000,2,2,900,NA
22695,"6 E Village Rd, Newark, DE",19713,8/2/18,Sold,138000,2,2,900,NA
9822,"705 Chrysler Ave, Newark, DE",19711,3/2/15,Sold,130000,4,3,925,7405
9823,"705 Chrysler Ave, Newark, DE",19711,8/13/15,Listed for sale,175000,4,3,925,7405
9824,"705 Chrysler Ave, Newark, DE",19711,9/10/15,Listing removed,175000,4,3,925,7405
9825,"705 Chrysler Ave, Newark, DE",19711,9/29/15,Sold,175000,4,3,925,7405
9826,"705 Chrysler Ave, Newark, DE",19711,2/2/17,Sold,175000,4,3,925,7405
10099,"927 Old Harmony Rd, Newark, DE",19713,9/9/08,Listed for sale,210000,2,1,925,NA
10100,"927 Old Harmony Rd, Newark, DE",19713,10/28/08,Listing removed,210000,2,1,925,NA
10101,"927 Old Harmony Rd, Newark, DE",19713,4/25/17,Listed for sale,160000,2,1,925,NA
10102,"927 Old Harmony Rd, Newark, DE",19713,4/28/17,Listing removed,160000,2,1,925,NA
10103,"927 Old Harmony Rd, Newark, DE",19713,5/18/17,Sold,150000,2,1,925,NA
11061,"210 Elderfield Rd, Newark, DE",19713,11/20/09,Sold,148500,3,1,925,7840
11062,"210 Elderfield Rd, Newark, DE",19713,8/7/18,Sold,130206,3,1,925,7840
11063,"210 Elderfield Rd, Newark, DE",19713,2/22/19,Listed for sale,134900,3,1,925,7840
11064,"210 Elderfield Rd, Newark, DE",19713,3/4/19,Pending sale,134900,3,1,925,7840
11065,"210 Elderfield Rd, Newark, DE",19713,3/19/19,Listing removed,134900,3,1,925,7840
11066,"210 Elderfield Rd, Newark, DE",19713,4/2/19,Sold,136000,3,1,925,7840
11174,"222 Elderfield Rd, Newark, DE",19713,4/3/18,Listed for sale,199900,3,1,925,7840
11175,"222 Elderfield Rd, Newark, DE",19713,4/17/18,Listing removed,199900,3,1,925,7840
11176,"222 Elderfield Rd, Newark, DE",19713,6/5/18,Sold,201500,3,1,925,7840
11572,"405 Ilse Dr, Newark, DE",19713,5/22/01,Sold,115000,3,2,925,8276
11573,"405 Ilse Dr, Newark, DE",19713,5/13/16,Listed for sale,176500,3,2,925,8276
11574,"405 Ilse Dr, Newark, DE",19713,6/8/16,Sold,115000,3,2,925,8276
11575,"405 Ilse Dr, Newark, DE",19713,1/23/17,Sold,120000,3,2,925,8276
11576,"405 Ilse Dr, Newark, DE",19713,6/8/17,Listed for sale,209500,3,2,925,8276
11577,"405 Ilse Dr, Newark, DE",19713,7/6/17,Listing removed,209500,3,2,925,8276
11578,"405 Ilse Dr, Newark, DE",19713,7/6/17,Pending sale,209500,3,2,925,8276
12042,"65 Wedgewood Rd, Newark, DE",19711,5/30/08,Sold,117500,3,1.5,925,NA
12043,"65 Wedgewood Rd, Newark, DE",19711,1/27/17,Listed for sale,250000,3,1.5,925,NA
12044,"65 Wedgewood Rd, Newark, DE",19711,3/13/17,Price change,247500,3,1.5,925,NA
12045,"65 Wedgewood Rd, Newark, DE",19711,4/3/17,Pending sale,247500,3,1.5,925,NA
12046,"65 Wedgewood Rd, Newark, DE",19711,5/15/17,Sold,240000,3,1.5,925,NA
12110,"700 Ilse Dr, Newark, DE",19713,10/8/18,Listed for sale,214900,3,1.5,925,7840
12111,"700 Ilse Dr, Newark, DE",19713,10/19/18,Price change,2148000,3,1.5,925,7840
12112,"700 Ilse Dr, Newark, DE",19713,12/8/18,Price change,214500,3,1.5,925,7840
12113,"700 Ilse Dr, Newark, DE",19713,1/31/19,Listing removed,214500,3,1.5,925,7840
12114,"700 Ilse Dr, Newark, DE",19713,4/5/19,Sold,2.00E+05,3,1.5,925,7840
12257,"8 Millwright Dr, Newark, DE",19711,1/31/17,Listed for sale,160000,3,2,925,NA
12258,"8 Millwright Dr, Newark, DE",19711,2/4/17,Listing removed,160000,3,2,925,NA
12259,"8 Millwright Dr, Newark, DE",19711,2/22/17,Sold,155000,3,2,925,NA
15300,"1 Lute Ct, Newark, DE",19713,5/2/06,Sold,915000,2,1,925,7840
15301,"1 Lute Ct, Newark, DE",19713,5/29/19,Sold,175700,2,1,925,7840
15577,"112 Harmony Crest Dr, Newark, DE",19713,10/28/09,Sold,130000,2,1,925,6534
15578,"112 Harmony Crest Dr, Newark, DE",19713,12/3/17,Listing removed,110000,2,1,925,6534
15579,"112 Harmony Crest Dr, Newark, DE",19713,5/2/19,Listed for sale,179900,2,1,925,6534
15580,"112 Harmony Crest Dr, Newark, DE",19713,5/8/19,Pending sale,179900,2,1,925,6534
15581,"112 Harmony Crest Dr, Newark, DE",19713,5/28/19,Sold,179900,2,1,925,6534
15750,"127 Melodic Dr, Newark, DE",19713,7/10/09,Listed for sale,179900,2,1,925,9147
15751,"127 Melodic Dr, Newark, DE",19713,9/22/09,Sold,169900,2,1,925,9147
15752,"127 Melodic Dr, Newark, DE",19713,8/11/17,Listed for sale,166900,2,1,925,9147
15753,"127 Melodic Dr, Newark, DE",19713,8/19/17,Listing removed,166900,2,1,925,9147
15754,"127 Melodic Dr, Newark, DE",19713,8/19/17,Pending sale,166900,2,1,925,9147
15755,"127 Melodic Dr, Newark, DE",19713,9/29/17,Sold,166900,2,1,925,9147
15813,"133 Melodic Dr, Newark, DE",19713,4/28/03,Sold,121250,2,1,925,6969
15814,"133 Melodic Dr, Newark, DE",19713,4/6/10,Listed for sale,174900,2,1,925,6969
15815,"133 Melodic Dr, Newark, DE",19713,4/29/10,Price change,172500,2,1,925,6969
15816,"133 Melodic Dr, Newark, DE",19713,5/12/10,Price change,169900,2,1,925,6969
15817,"133 Melodic Dr, Newark, DE",19713,6/11/10,Price change,164900,2,1,925,6969
15818,"133 Melodic Dr, Newark, DE",19713,8/3/10,Price change,159900,2,1,925,6969
15819,"133 Melodic Dr, Newark, DE",19713,10/7/10,Listing removed,159900,2,1,925,6969
15820,"133 Melodic Dr, Newark, DE",19713,11/24/10,Sold,154000,2,1,925,6969
15821,"133 Melodic Dr, Newark, DE",19713,3/28/18,Listed for sale,171500,2,1,925,6969
15822,"133 Melodic Dr, Newark, DE",19713,4/2/18,Listing removed,171500,2,1,925,6969
15823,"133 Melodic Dr, Newark, DE",19713,5/25/18,Sold,170000,2,1,925,6969
15836,"136 Harmony Crest Dr, Newark, DE",19713,6/16/03,Sold,131000,2,1,925,6534
15837,"136 Harmony Crest Dr, Newark, DE",19713,10/29/08,Sold,894500,2,1,925,6534
15838,"136 Harmony Crest Dr, Newark, DE",19713,7/20/15,Listing removed,120000,2,1,925,6534
15839,"136 Harmony Crest Dr, Newark, DE",19713,10/5/16,Listed for sale,165000,2,1,925,6534
15840,"136 Harmony Crest Dr, Newark, DE",19713,11/4/16,Pending sale,165000,2,1,925,6534
15841,"136 Harmony Crest Dr, Newark, DE",19713,11/17/16,Listing removed,165000,2,1,925,6534
15842,"136 Harmony Crest Dr, Newark, DE",19713,12/30/16,Sold,162000,2,1,925,6534
16769,"3 Coronet Ct, Newark, DE",19713,5/3/07,Sold,187900,2,1,925,8276
16770,"3 Coronet Ct, Newark, DE",19713,5/31/13,Listed for sale,187900,2,1,925,8276
16771,"3 Coronet Ct, Newark, DE",19713,8/28/13,Listing removed,187900,2,1,925,8276
16772,"3 Coronet Ct, Newark, DE",19713,4/13/16,Listed for sale,179900,2,1,925,8276
16773,"3 Coronet Ct, Newark, DE",19713,5/27/16,Price change,178900,2,1,925,8276
16774,"3 Coronet Ct, Newark, DE",19713,6/7/16,Price change,177500,2,1,925,8276
16775,"3 Coronet Ct, Newark, DE",19713,8/31/16,Listing removed,177500,2,1,925,8276
16776,"3 Coronet Ct, Newark, DE",19713,2/13/17,Listed for sale,169900,2,1,925,8276
16777,"3 Coronet Ct, Newark, DE",19713,3/22/17,Pending sale,169900,2,1,925,8276
16778,"3 Coronet Ct, Newark, DE",19713,7/17/17,Listing removed,169900,2,1,925,8276
16779,"3 Coronet Ct, Newark, DE",19713,8/15/17,Sold,169000,2,1,925,8276
17223,"4 Tone Ct, Newark, DE",19713,10/9/17,Listed for sale,169900,2,1,925,NA
17224,"4 Tone Ct, Newark, DE",19713,10/18/17,Pending sale,169900,2,1,925,NA
17225,"4 Tone Ct, Newark, DE",19713,11/3/17,Back on market,169900,2,1,925,NA
17226,"4 Tone Ct, Newark, DE",19713,12/20/17,Pending sale,169900,2,1,925,NA
17227,"4 Tone Ct, Newark, DE",19713,1/16/18,Back on market,169900,2,1,925,NA
17228,"4 Tone Ct, Newark, DE",19713,1/16/18,Pending sale,169900,2,1,925,NA
17229,"4 Tone Ct, Newark, DE",19713,3/22/18,Pending sale,169900,2,1,925,NA
17230,"4 Tone Ct, Newark, DE",19713,4/30/18,Sold,169000,2,1,925,NA
17392,"417 Barley Dr, Newark, DE",19702,10/3/05,Sold,145000,2,1.5,925,1742
17393,"417 Barley Dr, Newark, DE",19702,4/10/10,Listed for sale,167000,2,1.5,925,1742
17394,"417 Barley Dr, Newark, DE",19702,5/18/10,Price change,165000,2,1.5,925,1742
17395,"417 Barley Dr, Newark, DE",19702,7/25/10,Price change,164000,2,1.5,925,1742
17396,"417 Barley Dr, Newark, DE",19702,2/18/11,Listing removed,164000,2,1.5,925,1742
17397,"417 Barley Dr, Newark, DE",19702,12/2/13,Listed for sale,139900,2,1.5,925,1742
17398,"417 Barley Dr, Newark, DE",19702,3/3/14,Price change,134900,2,1.5,925,1742
17399,"417 Barley Dr, Newark, DE",19702,3/30/14,Pending sale,134900,2,1.5,925,1742
17400,"417 Barley Dr, Newark, DE",19702,5/13/14,Back on market,134900,2,1.5,925,1742
17401,"417 Barley Dr, Newark, DE",19702,5/21/14,Back on market,134900,2,1.5,925,1742
17402,"417 Barley Dr, Newark, DE",19702,5/21/14,Pending sale,134900,2,1.5,925,1742
17403,"417 Barley Dr, Newark, DE",19702,6/28/14,Listing removed,134900,2,1.5,925,1742
17404,"417 Barley Dr, Newark, DE",19702,7/9/14,Sold,135700,2,1.5,925,1742
17405,"417 Barley Dr, Newark, DE",19702,10/22/18,Listed for sale,157500,2,1.5,925,1742
17406,"417 Barley Dr, Newark, DE",19702,11/10/18,Pending sale,157500,2,1.5,925,1742
17407,"417 Barley Dr, Newark, DE",19702,11/16/18,Listing removed,157500,2,1.5,925,1742
17408,"417 Barley Dr, Newark, DE",19702,11/30/18,Sold,151750,2,1.5,925,1742
17409,"417 Barley Dr, Newark, DE",19702,12/13/18,Listing removed,120000,2,1.5,925,1742
17410,"417 Barley Dr, Newark, DE",19702,2/8/19,Listing removed,120000,2,1.5,925,1742
17472,"441 Barley Dr, Newark, DE",19702,2/20/07,Sold,157200,2,1.5,925,2178
17473,"441 Barley Dr, Newark, DE",19702,10/18/17,Listed for sale,139900,2,1.5,925,2178
17474,"441 Barley Dr, Newark, DE",19702,12/6/17,Price change,139488,2,1.5,925,2178
17475,"441 Barley Dr, Newark, DE",19702,2/21/18,Listing removed,139488,2,1.5,925,2178
17476,"441 Barley Dr, Newark, DE",19702,3/19/18,Sold,132000,2,1.5,925,2178
18105,"7 Lute Ct, Newark, DE",19713,9/17/04,Sold,135000,2,1,925,6969
18106,"7 Lute Ct, Newark, DE",19713,10/1/15,Listed for sale,155000,2,1,925,6969
18107,"7 Lute Ct, Newark, DE",19713,10/29/15,Listing removed,155000,2,1,925,6969
18108,"7 Lute Ct, Newark, DE",19713,3/30/16,Listed for sale,149900,2,1,925,6969
18109,"7 Lute Ct, Newark, DE",19713,11/18/16,Sold,149900,2,1,925,6969
18110,"7 Lute Ct, Newark, DE",19713,5/12/17,Listed for sale,169900,2,1,925,6969
18111,"7 Lute Ct, Newark, DE",19713,5/18/17,Listing removed,169900,2,1,925,6969
14229,"3801 Golf View Dr, Newark, DE",19702,2/18/04,Sold,101900,2,2,948,3484
14230,"3801 Golf View Dr, Newark, DE",19702,10/23/06,Sold,734500,2,2,948,3484
14231,"3801 Golf View Dr, Newark, DE",19702,8/28/18,Listed for sale,NA,2,2,948,3484
14232,"3801 Golf View Dr, Newark, DE",19702,9/13/18,Listing removed,759730,2,2,948,3484
14233,"3801 Golf View Dr, Newark, DE",19702,1/7/19,Listed for sale,144900,2,2,948,3484
14234,"3801 Golf View Dr, Newark, DE",19702,1/16/19,Sold,740000,2,2,948,3484
14235,"3801 Golf View Dr, Newark, DE",19702,5/20/19,Sold,143700,2,2,948,3484
8946,"23 W Clairmont Dr, Newark, DE",19702,5/17/05,Sold,154000,3,1,950,10018
8947,"23 W Clairmont Dr, Newark, DE",19702,12/16/07,Listed for sale,197500,3,1,950,10018
8948,"23 W Clairmont Dr, Newark, DE",19702,1/23/08,Price change,194900,3,1,950,10018
8949,"23 W Clairmont Dr, Newark, DE",19702,12/23/08,Listing removed,173900,3,1,950,10018
8950,"23 W Clairmont Dr, Newark, DE",19702,10/25/11,Sold,181797,3,1,950,10018
8951,"23 W Clairmont Dr, Newark, DE",19702,11/19/11,Listed for sale,NA,3,1,950,10018
8952,"23 W Clairmont Dr, Newark, DE",19702,1/4/12,Price change,955000,3,1,950,10018
8953,"23 W Clairmont Dr, Newark, DE",19702,2/4/12,Price change,890000,3,1,950,10018
8954,"23 W Clairmont Dr, Newark, DE",19702,2/23/12,Listing removed,890000,3,1,950,10018
8955,"23 W Clairmont Dr, Newark, DE",19702,5/31/12,Sold,730000,3,1,950,10018
8956,"23 W Clairmont Dr, Newark, DE",19702,11/10/12,Listed for sale,179900,3,1,950,10018
8957,"23 W Clairmont Dr, Newark, DE",19702,12/7/12,Price change,164900,3,1,950,10018
8958,"23 W Clairmont Dr, Newark, DE",19702,1/19/13,Listing removed,164900,3,1,950,10018
8959,"23 W Clairmont Dr, Newark, DE",19702,3/5/13,Sold,990000,3,1,950,10018
8960,"23 W Clairmont Dr, Newark, DE",19702,9/23/16,Listed for sale,189900,3,1,950,10018
8961,"23 W Clairmont Dr, Newark, DE",19702,11/6/16,Price change,184900,3,1,950,10018
8962,"23 W Clairmont Dr, Newark, DE",19702,11/28/16,Listing removed,184900,3,1,950,10018
8963,"23 W Clairmont Dr, Newark, DE",19702,1/26/17,Listed for sale,184900,3,1,950,10018
8964,"23 W Clairmont Dr, Newark, DE",19702,4/3/17,Pending sale,184900,3,1,950,10018
8965,"23 W Clairmont Dr, Newark, DE",19702,4/13/17,Listing removed,184900,3,1,950,10018
8966,"23 W Clairmont Dr, Newark, DE",19702,5/1/17,Sold,177000,3,1,950,10018
8967,"23 W Clairmont Dr, Newark, DE",19702,5/24/18,Listed for sale,187900,3,1,950,10018
8968,"23 W Clairmont Dr, Newark, DE",19702,6/1/18,Listing removed,187900,3,1,950,10018
8969,"23 W Clairmont Dr, Newark, DE",19702,NA,Listed for sale,185000,3,1,950,10018
8970,"23 W Clairmont Dr, Newark, DE",19702,NA,Listing removed,189900,3,1,950,10018
8971,"23 W Clairmont Dr, Newark, DE",19702,NA,Price change,173900,3,1,950,10018
8972,"23 W Clairmont Dr, Newark, DE",19702,NA,Price change,178900,3,1,950,10018
8973,"23 W Clairmont Dr, Newark, DE",19702,NA,Price change,189900,3,1,950,10018
9390,"4 Croyden Rd, Newark, DE",19702,8/28/17,Listed for sale,175000,3,1,950,10019
9391,"4 Croyden Rd, Newark, DE",19702,9/16/17,Price change,170000,3,1,950,10019
9392,"4 Croyden Rd, Newark, DE",19702,9/21/17,Pending sale,170000,3,1,950,10019
9393,"4 Croyden Rd, Newark, DE",19702,11/8/17,Sold,172500,3,1,950,10019
9588,"5000 Ogletown Stanton Rd, Newark, DE",19713,7/30/04,Sold,192000,2,1,950,NA
9589,"5000 Ogletown Stanton Rd, Newark, DE",19713,5/18/18,Listed for sale,189900,2,1,950,NA
9590,"5000 Ogletown Stanton Rd, Newark, DE",19713,5/22/18,Listing removed,189900,2,1,950,NA
9591,"5000 Ogletown Stanton Rd, Newark, DE",19713,6/27/18,Sold,189900,2,1,950,NA
10401,"111 Flintlock Rd, Newark, DE",19713,6/15/18,Listed for sale,179500,3,1,950,7840
10402,"111 Flintlock Rd, Newark, DE",19713,6/28/18,Listing removed,179500,3,1,950,7840
10403,"111 Flintlock Rd, Newark, DE",19713,7/31/18,Sold,179500,3,1,950,7840
10952,"2 Holloway Cir, Newark, DE",19713,7/25/16,Listed for sale,119900,4,1,950,NA
10953,"2 Holloway Cir, Newark, DE",19713,9/27/16,Listing removed,119900,4,1,950,NA
10954,"2 Holloway Cir, Newark, DE",19713,10/17/16,Sold,115200,4,1,950,NA
10955,"2 Holloway Cir, Newark, DE",19713,1/19/18,Listed for sale,199999,4,1,950,NA
10956,"2 Holloway Cir, Newark, DE",19713,4/27/18,Price change,195900,4,1,950,NA
10957,"2 Holloway Cir, Newark, DE",19713,5/21/18,Listing removed,195900,4,1,950,NA
10958,"2 Holloway Cir, Newark, DE",19713,7/13/18,Sold,198000,4,1,950,NA
11322,"3 Holloway Cir, Newark, DE",19713,6/28/02,Sold,105000,3,1,950,NA
11323,"3 Holloway Cir, Newark, DE",19713,1/20/17,Sold,168000,3,1,950,NA
11324,"3 Holloway Cir, Newark, DE",19713,6/28/17,Listed for sale,151500,3,1,950,NA
11325,"3 Holloway Cir, Newark, DE",19713,7/14/17,Listing removed,151500,3,1,950,NA
11326,"3 Holloway Cir, Newark, DE",19713,10/30/17,Sold,170000,3,1,950,NA
11658,"424 Tamara Cir, Newark, DE",19711,9/14/17,Listed for sale,229000,3,2,950,NA
11659,"424 Tamara Cir, Newark, DE",19711,10/24/17,Price change,219900,3,2,950,NA
11660,"424 Tamara Cir, Newark, DE",19711,10/31/17,Listing removed,221500,3,2,950,NA
11661,"424 Tamara Cir, Newark, DE",19711,10/31/17,Price change,221500,3,2,950,NA
11662,"424 Tamara Cir, Newark, DE",19711,12/11/17,Sold,221500,3,2,950,NA
11962,"607 S Gerald Dr, Newark, DE",19713,8/11/16,Listed for sale,144900,3,1,950,NA
11963,"607 S Gerald Dr, Newark, DE",19713,9/15/16,Listing removed,144900,3,1,950,NA
11964,"607 S Gerald Dr, Newark, DE",19713,11/28/16,Listed for sale,144900,3,1,950,NA
11965,"607 S Gerald Dr, Newark, DE",19713,1/5/17,Back on market,144900,3,1,950,NA
11966,"607 S Gerald Dr, Newark, DE",19713,1/13/17,Listing removed,144900,3,1,950,NA
11967,"607 S Gerald Dr, Newark, DE",19713,2/15/17,Sold,144000,3,1,950,NA
12306,"805 Birchwood Dr, Newark, DE",19713,11/10/15,Listed for sale,139900,3,1,950,8712
12307,"805 Birchwood Dr, Newark, DE",19713,11/24/15,Listing removed,139900,3,1,950,8712
12308,"805 Birchwood Dr, Newark, DE",19713,11/30/15,Sold,130000,3,1,950,8712
12309,"805 Birchwood Dr, Newark, DE",19713,3/7/16,Listed for sale,196000,3,1,950,8712
12310,"805 Birchwood Dr, Newark, DE",19713,3/11/16,Price change,195500,3,1,950,8712
12311,"805 Birchwood Dr, Newark, DE",19713,4/15/16,Price change,194500,3,1,950,8712
12312,"805 Birchwood Dr, Newark, DE",19713,5/7/16,Price change,189900,3,1,950,8712
12313,"805 Birchwood Dr, Newark, DE",19713,6/8/16,Price change,184900,3,1,950,8712
12314,"805 Birchwood Dr, Newark, DE",19713,7/1/16,Price change,184000,3,1,950,8712
12315,"805 Birchwood Dr, Newark, DE",19713,7/30/16,Listing removed,184000,3,1,950,8712
12316,"805 Birchwood Dr, Newark, DE",19713,8/12/16,Sold,183000,3,1,950,8712
12333,"9 Grace Ct, Newark, DE",19702,8/22/17,Listed for sale,120000,3,2,950,NA
12334,"9 Grace Ct, Newark, DE",19702,8/30/17,Listing removed,120000,3,2,950,NA
12335,"9 Grace Ct, Newark, DE",19702,10/11/17,Sold,140329,3,2,950,NA
12336,"9 Grace Ct, Newark, DE",19702,10/1/18,Listed for sale,269900,3,2,950,NA
12337,"9 Grace Ct, Newark, DE",19702,10/9/18,Pending sale,269900,3,2,950,NA
12338,"9 Grace Ct, Newark, DE",19702,11/16/18,Sold,247500,3,2,950,NA
14211,"38 Corbit St, Newark, DE",19711,7/23/18,Listed for sale,165000,3,2,950,6098
14212,"38 Corbit St, Newark, DE",19711,8/6/18,Pending sale,165000,3,2,950,6098
14213,"38 Corbit St, Newark, DE",19711,9/21/18,Listing removed,165000,3,2,950,6098
14214,"38 Corbit St, Newark, DE",19711,9/21/18,Sold,120000,3,2,950,6098
15515,"11 Donaldson Dr, Newark, DE",19713,10/18/04,Sold,175000,4,2,950,8276
15516,"11 Donaldson Dr, Newark, DE",19713,10/21/16,Listed for sale,129000,4,2,950,8276
15517,"11 Donaldson Dr, Newark, DE",19713,11/24/16,Listing removed,129000,4,2,950,8276
15518,"11 Donaldson Dr, Newark, DE",19713,12/28/16,Sold,119000,4,2,950,8276
15519,"11 Donaldson Dr, Newark, DE",19713,3/27/17,Listed for sale,209900,4,2,950,8276
15520,"11 Donaldson Dr, Newark, DE",19713,3/27/17,Pending sale,209900,4,2,950,8276
15521,"11 Donaldson Dr, Newark, DE",19713,4/18/17,Listing removed,209900,4,2,950,8276
15522,"11 Donaldson Dr, Newark, DE",19713,5/11/17,Sold,209900,4,2,950,8276
15785,"13 Leader Dr, Newark, DE",19713,9/6/02,Sold,138000,4,2.5,950,6969
15786,"13 Leader Dr, Newark, DE",19713,2/12/07,Sold,112500,4,2.5,950,6969
15787,"13 Leader Dr, Newark, DE",19713,7/17/14,Listing removed,140000,4,2.5,950,6969
15788,"13 Leader Dr, Newark, DE",19713,6/14/15,Listed for sale,2.00E+05,4,2.5,950,6969
15789,"13 Leader Dr, Newark, DE",19713,8/1/16,Listing removed,2.00E+05,4,2.5,950,6969
15790,"13 Leader Dr, Newark, DE",19713,9/22/16,Sold,190000,4,2.5,950,6969
16361,"21 Donaldson Dr, Newark, DE",19713,11/2/18,Listed for sale,216900,4,2,950,7840
16362,"21 Donaldson Dr, Newark, DE",19713,11/12/18,Pending sale,216900,4,2,950,7840
16363,"21 Donaldson Dr, Newark, DE",19713,12/17/18,Sold,220000,4,2,950,7840
16475,"23 Gogh Cir, Newark, DE",19702,7/31/02,Sold,107000,2,1,950,6969
16476,"23 Gogh Cir, Newark, DE",19702,8/12/05,Sold,625000,2,1,950,6969
16477,"23 Gogh Cir, Newark, DE",19702,9/12/16,Listed for sale,160000,2,1,950,6969
16478,"23 Gogh Cir, Newark, DE",19702,10/19/16,Price change,155000,2,1,950,6969
16479,"23 Gogh Cir, Newark, DE",19702,11/7/16,Price change,147000,2,1,950,6969
16480,"23 Gogh Cir, Newark, DE",19702,1/19/17,Price change,139000,2,1,950,6969
16481,"23 Gogh Cir, Newark, DE",19702,3/16/17,Pending sale,139000,2,1,950,6969
16482,"23 Gogh Cir, Newark, DE",19702,4/29/17,Listing removed,139000,2,1,950,6969
16483,"23 Gogh Cir, Newark, DE",19702,5/4/17,Sold,143000,2,1,950,6969
17001,"328 Barley Dr, Newark, DE",19702,9/8/05,Sold,153700,2,1.5,950,2613
17002,"328 Barley Dr, Newark, DE",19702,2/4/11,Listed for sale,163500,2,1.5,950,2613
17003,"328 Barley Dr, Newark, DE",19702,4/7/11,Price change,162990,2,1.5,950,2613
17004,"328 Barley Dr, Newark, DE",19702,7/1/11,Listing removed,162990,2,1.5,950,2613
17005,"328 Barley Dr, Newark, DE",19702,7/21/16,Listed for sale,155000,2,1.5,950,2613
17006,"328 Barley Dr, Newark, DE",19702,8/22/16,Listing removed,155000,2,1.5,950,2613
17007,"328 Barley Dr, Newark, DE",19702,10/4/16,Sold,150000,2,1.5,950,2613
17059,"34 Leader Dr, Newark, DE",19713,4/27/17,Listed for sale,184000,3,2,950,7840
